Link to course,subject ,Category link,Mode,Name,About,Price,Offered By,Duration,Availability
https://pll.harvard.edu/course/negotiation-and-leadership-10,Business,https://pll.harvard.edu/subject/business,In-Person,Negotiation and Leadership,Six esteemed PON faculty members have come together to lead our in-person 3-day program. The program curriculum is packed with negotiation strategies and best practices designed to help you get results.,"$4,997",Harvard Kennedy School,Self-paced,Starts Sep 23
https://pll.harvard.edu/course/management-and-leadership-skills-ehs-professionals-1,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Management and Leadership Skills for EHS Professionals,Develop the management and leadership skills needed to meet environmental health and safety goals and organizational objectives. Integrate a culture of safety and sustainability into your organization.,"$2,800",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/consultants-toolkit,Business,https://pll.harvard.edu/subject/business,In-Person,The Consultant's Toolkit,Refine your consulting abilities through proven techniques to improve organizational effectiveness.,"$2,990",Harvard Kennedy School,Self-paced,Starts Sep 23
https://pll.harvard.edu/course/advanced-trauma-management,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online Live,Advanced Trauma Management,"The course will focus on advanced, state-of-the-art clinical knowledge and skills, with an emphasis on teamwork, non-technical skills, and best practices in ED management.",$405 - $620,Harvard Kennedy School,Self-paced,Starts Sep 23
https://pll.harvard.edu/course/disruptive-strategy,Business,https://pll.harvard.edu/subject/business,Online,Disruptive Strategy,"Strengthen your capacity to make innovation a reality, and unlock your potential to create executive-level strategies, organize for innovation, and discover customer jobs to be done in this course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,6 weeks long,NA
https://pll.harvard.edu/course/sustainable-investing,Business,https://pll.harvard.edu/subject/business,Online,Sustainable Investing,"Sustainable Investing, a course from Harvard Business School (HBS) Online, equips people with the insights, frameworks, and skills to evaluate environmental, social, and governance (ESG) factors and measure and manage impact investments.","$1,850",Harvard Kennedy School,6 weeks long,Opens Sep 25
https://pll.harvard.edu/course/building-organizational-cultures-framework-leaders,Business,https://pll.harvard.edu/subject/business,In-Person,Building Organizational Cultures: A Framework for Leaders,Critically assess how culture affects organizations and learn how to create an environment that promotes advancement of people.,"$2,990",Harvard Kennedy School,Self-paced,Starts Sep 25
https://pll.harvard.edu/course/innovation-and-strategy,Business,https://pll.harvard.edu/subject/business,In-Person,Innovation and Strategy,Strengthen your organization’s capacity to drive innovation and achieve greater results.,"$2,990",Harvard Kennedy School,Self-paced,Starts Sep 25
https://pll.harvard.edu/course/big-data-social-good,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Big Data for Social Good,"Think critically about social questions such as education policy, upward income mobility, and racial disparities, and understand how big data can answer these questions as well as impact policies that lead to improved outcomes around the world.",$950,Harvard Kennedy School,4 weeks long,NA
https://pll.harvard.edu/course/innovations-teamwork-health-care,Business,https://pll.harvard.edu/subject/business,Online,Innovations in Teamwork for Health Care,Don’t leave teaming up to chance. Create better teamwork through science.,"$1,600",Harvard Kennedy School,4 weeks long,NA
https://pll.harvard.edu/course/affordable-housing-essentials-how-design-develop-finance-properties-growing-cities-need,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,"Affordable Housing Essentials: How to Design, Develop, & Finance Properties Growing Cities Need","This immersion into what is needed to create affordable housing will equip you with the tools to create properties, programs, and policies that address this growing challenge.","$1,800 - $1,950",Harvard Kennedy School,2 days long,NA
https://pll.harvard.edu/course/leading-change-and-organizational-renewal-0,Business,https://pll.harvard.edu/subject/business,Online,Leading Change and Organizational Renewal,This course from Harvard Business School (HBS) Online will help you drive transformation in your organization by learning how to execute for today and innovate for tomorrow.,"$1,850",Harvard Kennedy School,6 weeks long,NA
https://pll.harvard.edu/course/competing-age-ai-virtual,Business,https://pll.harvard.edu/subject/business,Online Live,Competing in the Age of AI—Virtual,"Move your organization toward an AI-based model, unleash the potential of AI, and create opportunities for building competitive advantage.","$7,000",Harvard Kennedy School,57 days long,Starts Sep 26
https://pll.harvard.edu/course/dermatopathology-update-0,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online Live,Dermatopathology Update,"This course presents a broad over-view of many areas of dermatopathology, including topics of special sites.",$260 - $550,Harvard Kennedy School,Self-paced,Starts Sep 26
https://pll.harvard.edu/course/introductory-and-advanced-musculoskeletal-ultrasound-hands-diagnostics-and-cadaver-lab-based,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,In-Person,Introductory and Advanced Musculoskeletal Ultrasound: Hands-On Diagnostics and Cadaver Lab Based Guided Interventional Skills,Musculoskeletal Ultrasound (MSK US) is a cutting-edge procedure being utilized to diagnose and treat a multitude of musculoskeletal disorders at the point of care.,"$3,200",Harvard Kennedy School,Self-paced,Starts Sep 26
https://pll.harvard.edu/course/executive-program-senior-life-sciences-leaders-0/2024-09,Business,https://pll.harvard.edu/subject/business,In-Person,Executive Program for Senior Life Sciences Leaders,The Executive Program for Senior Life Sciences Leaders will equip you with the tools to lead effectively and address the gap between traditional leadership roles and the modern demands of the life sciences industry.,"$17,000",Harvard Kennedy School,Self-paced,Opens Sep 26
https://pll.harvard.edu/course/foundations-clinical-research,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online Live,Foundations of Clinical Research,"This Harvard Medical School six-month, application-based certificate program provides the essential skill sets and fundamental knowledge required to begin or expand your clinical research career.","$6,900 - $7,900",Harvard Kennedy School,Self-paced,Starts Sep 28
https://pll.harvard.edu/course/leading-economic-growth,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Leading Economic Growth,Leading Economic Growth is an online executive program that brings together leading experts in economic development with practitioners from around the globe to focus on practical approaches to shared growth and development.,"$6,100",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/leadership-coaching-strategies,Business,https://pll.harvard.edu/subject/business,In-Person,Leadership Coaching Strategies,Learn leadership coaching strategies to help your team navigate business challenges and maximize performance.,"$2,990",Harvard Kennedy School,Self-paced,Starts Sep 30
https://pll.harvard.edu/course/essential-management-skills-emerging-leaders,Business,https://pll.harvard.edu/subject/business,In-Person,Essential Management Skills for Emerging Leaders,Acquire the core skills you need to succeed as a leader.,"$6,150",Harvard Kennedy School,Self-paced,Starts Sep 30
https://pll.harvard.edu/course/entrepreneurship-essentials,Business,https://pll.harvard.edu/subject/business,Online,Entrepreneurship Essentials,"Make your Entrepreneurial dreams a reality by mastering a proven framework that entrepreneurs use to build and finance new ventures, validate concepts, and refine their strategy in this course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,4 weeks long,Opens Oct 2
https://pll.harvard.edu/course/preparing-be-corporate-director,Business,https://pll.harvard.edu/subject/business,In-Person,Preparing to Be a Corporate Director,Prepare to make a strong and lasting contribution on your first corporate board as you delve into directors' roles and responsibilities.,"$11,750",Harvard Kennedy School,4 days long,Starts Oct 2
https://pll.harvard.edu/course/design-thinking-and-innovation,Business,https://pll.harvard.edu/subject/business,Online,Design Thinking and Innovation,Design Thinking and Innovation from Harvard Business School (HBS) Online will teach you how to leverage fundamental design thinking principles and innovative problem-solving tools to address business challenges.,"$1,850",Harvard Kennedy School,7 weeks long,Opens Oct 2
https://pll.harvard.edu/course/managing-yourself-and-leading-others-0/2024-10,Business,https://pll.harvard.edu/subject/business,In-Person,Managing Yourself and Leading Others,Evolve your leadership style to lead better and motivate others to accomplish your company's goals.,"$2,990",Harvard Kennedy School,Self-paced,Starts Oct 2
https://pll.harvard.edu/course/cybersecurity-managing-risk-information-age/2024-10,Business,https://pll.harvard.edu/subject/business,Online,Cybersecurity: Managing Risk in the Information Age,Lead the strategic response to cyber risk.,"$3,045 - $3,045",Harvard Kennedy School,9 weeks long,NA
