Link,Name,Availability,Mode,About Course,Duration,Number of meetings
https://www.conted.ox.ac.uk/courses/humanities-information-preparation-sense-making-visualisation-frameworks?code=O23C603N7Y,"Humanities information preparation, sense making & visualisation frameworks",Details,Short intensive- Short courses- Professional development,The Digital Humanities workshop is for anyone interested in understanding how to use digital techniques to study and research in the humanities.,", 09:00 - 17:00",NA
https://www.conted.ox.ac.uk/courses/leadership-and-entrepreneurship?code=O23C030N1Y,Leadership and Entrepreneurship,Details,Short intensive- Short courses- Professional development,"Identify and apply methods to help you lead your team and peers by helping you achieve the know-how behind negotiation and team building. In the midst of change and instability, talented leaders are needed more than ever.",", 09:00 - 17:00",NA
https://www.conted.ox.ac.uk/courses/lean-six-sigma-green-belt-online?code=O24C052N2Y,Lean Six Sigma Green Belt (online),Details,Online - live- Short courses- Professional development,"This course will explore the highly regarded Lean Six Sigma approach, providing you with a powerful first step in becoming a practitioner of business process improvement.",", Weekdays 09:00 - 17:00",NA
https://www.conted.ox.ac.uk/courses/lean-six-sigma-leadership-yellow-belt?code=O23C618N1Y,Lean Six Sigma Leadership Yellow Belt,Details,Short intensive- Short courses- Professional development,"An intensive introduction to the fundamentals of Lean Six Sigma methodology, which will open the door to improving your business processes, smoothing your service delivery and increasing the effectiveness and efficiency of your organisation.",", 09:00 - 17:00",NA
https://www.conted.ox.ac.uk/courses/lean-six-sigma-leadership-yellow-belt-online?code=O23C037N3Y,Lean Six Sigma Leadership Yellow Belt (online),Details,Online - live- Short courses- Professional development,"An intensive introduction to the fundamentals of Lean Six Sigma methodology which will open the door to improving your business processes, smoothing your service delivery and increasing the effectiveness and efficiency of your organisation.",", Weekdays",NA
https://www.conted.ox.ac.uk/about/msc-in-applied-landscape-archaeology,MSc in Applied Landscape Archaeology,Details,Qualifications,The MSc in Applied Landscape Archaeology is a part-time modular course over two years.,", ",NA
https://www.conted.ox.ac.uk/about/msc-in-cognitive-behavioural-therapy,MSc in Cognitive Behavioural Therapy,Details,Qualifications- Professional development,The MSc in CBT offers clinicians who have successfully completed the Postgraduate Diploma in CBT an opportunity to carry out high quality research and contribute to the evidence base for CBT.,", ",NA
https://www.conted.ox.ac.uk/about/msc-in-ebhc-teaching-and-education,MSc in EBHC  Teaching and Education,Details,Qualifications- Professional development,A masters programme for  professionals seeking to improve skills directly related to their roles as research-informed educators in Evidence-Based Health Care,", ",NA
https://www.conted.ox.ac.uk/about/msc-in-ebhc-medical-statistics,MSc in EBHC Medical Statistics,Details,Qualifications- Professional development,Strengthen your skills and understanding in statistics for evidence-based medicine,", ",NA
https://www.conted.ox.ac.uk/about/msc-in-ebhc-systematic-reviews,MSc in EBHC Systematic Reviews,Details,Qualifications- Professional development,Master systematic reviews in evidence-based health care,", ",NA
https://www.conted.ox.ac.uk/about/msc-in-english-local-history,MSc in English Local History,Details,Qualifications,The MSc programme draws on knowledge and skills acquired in many years of providing specialist classes in local history.,", ",NA
https://www.conted.ox.ac.uk/about/msc-in-evidence-based-health-care,MSc in Evidence-Based Health Care,Details,Qualifications- Professional development,"A part-time course consisting of six taught modules and a dissertation, part of the Oxford Evidence-Based Health Care (EBHC) Programme",", ",NA
https://www.conted.ox.ac.uk/about/msc-in-experimental-therapeutics,MSc in Experimental and Translational Therapeutics,Details,Qualifications- Professional development,A part-time course consisting of six taught modules and a dissertation in the field of experimental and translational therapeutics.,", ",NA
https://www.conted.ox.ac.uk/about/msc-in-nanotechnology-for-medicine-and-health-care,MSc in Nanotechnology for Medicine and Health Care,Details,Qualifications- Professional development,"The MSc in Nanotechnology for Medicine and Health Care is an advanced modular master’s course, delivered by leading scientists and experts in this rapidly developing field.",", ",NA
https://www.conted.ox.ac.uk/about/msc-in-paediatric-infectious-diseases,MSc in Paediatric Infectious Diseases,Details,Qualifications- Professional development,"This is a one-year part-time programme, which follows on from the two-year Postgraduate Diploma in Paediatric Infectious Diseases",", ",NA
https://www.conted.ox.ac.uk/about/msc-in-surgical-science-and-practice,MSc in Surgical Science and Practice,Details,Qualifications- Professional development,"This modular part-time master's degree aims to give surgeons and other clinicians carrying out technical procedures a strong foundation in the most important non-clinical skills needed to be effective, to work with and lead others.",", ",NA
https://www.conted.ox.ac.uk/about/msc-in-sustainable-urban-development,MSc in Sustainable Urban Development,Details,Qualifications- Professional development,"Address  the urgent challenges we face to make our cities more liveable, just and sustainable in a challenging global environment, through our part-time programme for working professionals.",", ",NA
https://www.conted.ox.ac.uk/about/msc-in-translational-health-sciences,MSc in Translational Health Sciences,Details,Qualifications- Professional development,A part-time master's programme which takes an interdisciplinary and applied approach to the challenges of implementing innovations and research discoveries in a healthcare setting.,", ",NA
https://www.conted.ox.ac.uk/about/mst-in-creative-writing,MSt in Creative Writing,Details,Qualifications,"A two-year, part-time master's offering a unique combination of high contact hours, genre specialization, and critical and creative breadth.",", ",NA
https://www.conted.ox.ac.uk/about/oxford-university-diplomatic-studies-programme,MSt in Diplomatic Studies,Details,Qualifications- Professional development,"A full-time graduate programme of mixed academic and vocational study of diplomacy and related subjects, with study tours in the UK and Europe. For early-to-mid career diplomats.",", ",NA
https://www.conted.ox.ac.uk/about/mst-in-historical-studies,MSt in Historical Studies,Details,Qualifications,One-year part-time course combining focused study of key historical themes and concepts in British and Western European history.,", ",NA
https://www.conted.ox.ac.uk/about/mst-in-literature-and-arts,MSt in Literature and Arts,Details,Qualifications,"An interdisciplinary programme which encompasses literature, history, art, architectural history, political thought and the history of ideas. Designed around 3 sequential periods of British history, from Early Modern to the early 20th century.",", ",NA
https://www.conted.ox.ac.uk/about/mst-in-mindfulness-based-cognitive-therapy,MSt in Mindfulness-Based Cognitive Therapy,Details,Qualifications- Professional development,This two-year part-time course offers experienced practitioners an opportunity to develop specialist skills in Mindfulness-Based Cognitive Therapy (MBCT),", ",NA
https://www.conted.ox.ac.uk/about/mst-in-practical-ethics,MSt in Practical Ethics,Details,Qualifications- Professional development,A highly interdisciplinary course focusing on the application of rigorous philosophical analysis to real-life ethical problems,", ",NA
https://www.conted.ox.ac.uk/about/mst-in-psychodynamic-practice,MSt in Psychodynamic Practice,Details,Qualifications,The Master of Studies (MSt) Degree in Psychodynamic Practice is a one year part-time postgraduate course,", ",NA
https://www.conted.ox.ac.uk/about/mst-in-the-history-of-design,MSt in the History of Design,Details,Qualifications,This two-year part-time master's degree explores how ordinary things and places created since 1851 reveal fascinating traces of historical experienc,", ",NA
https://www.conted.ox.ac.uk/courses/managing-innovative-technology-online?code=O24C135N2Y,Managing Innovative Technology (online),Details,Online - live- Short courses- Professional development,"This online course covers the essential knowledge for technology commercialisation, providing you with an overview of the organisational dynamics in acquiring and transferring technologies to the market.",", TBC",4 meetings
https://www.conted.ox.ac.uk/courses/mastering-high-speed-serial-io-technology?code=O24C031H6Y,Mastering High-Speed Serial I/O Technology,Details,Short intensive- Short courses- Professional development,This high-speed serial I/O training course helps engineers to master electrical signal analysis and hardware debug at data rates from 2.5 to 400 Gb/s.,", 09:00 - 17:00",NA
https://www.conted.ox.ac.uk/courses/neuroethics?code=O25C004V5Y,Neuroethics,Details,Short intensive- Professional development,"An exploration of both the distinctive ethical questions raised by some of the developments in neuroscience, and the ways they might change our understanding of ethics itself, by revealing the biological basis of human morality.",", 15-19 June 2026 (TBC)",NA
https://www.conted.ox.ac.uk/about/postgraduate-certificate-in-architectural-history,Postgraduate Certificate in Architectural History,Details,Qualifications,This 11-month part-time course covers English architectural history from the Anglo-Saxon period to the present day. The course consists of three taught units and a dissertation.,", ",NA
https://www.conted.ox.ac.uk/about/cognitive-behavioural-studies,Postgraduate Certificate in Cognitive Behavioural Studies,Details,Qualifications- Professional development,"This course aims to equip researchers and practitioners with knowledge of the models and theories used in Cognitive Behavioural Therapy treatment and supervision, it comprises 20 days of teaching over two years.",", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-certificate-in-cognitive-behavioural-therapy,Postgraduate Certificate in Cognitive Behavioural Therapy,Details,Qualifications- Professional development,This 9-month part-time course for qualified healthcare professionals provides high-quality training and supervision in CBT theory and practice.,", ",NA
https://www.conted.ox.ac.uk/about/pgcert-in-ecological-survey-techniques,Postgraduate Certificate in Ecological Survey Techniques,Details,Qualifications- Professional development,"Part-time and taught mostly online, the course provides high quality practical training in techniques for ecological field surveys",", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-certificate-in-enhanced-cognitive-behavioural-therapy,Postgraduate Certificate in Enhanced Cognitive Behavioural Therapy,Details,Qualifications- Professional development,The Postgraduate Certificate provides qualified healthcare professionals with high quality training and supervision in Cognitive Behavioural Therapy (CBT) theory and practice.,", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-certificate-in-health-research,Postgraduate Certificate in Health Research,Details,Qualifications- Professional development,"A course consisting of three taught modules, part of the Oxford Evidence-Based Health Care Programme",", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-certificate-in-historical-studies,Postgraduate Certificate in Historical Studies,Details,Qualifications,The Postgraduate Certificate in Historical Studies offers an exciting opening for graduates of all disciplines to pursue a taught postgraduate qualification in historical studies.,", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-certificate-in-nanotechnology,Postgraduate Certificate in Nanotechnology,Details,Qualifications- Professional development,"A part-time course studied mostly online aimed at professionals who wish to learn more about the foundations of nanoscience and nanotechnology, technological advances and the applications enabled by nanotechnology.",", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-certificate-in-paediatric-infectious-diseases,Postgraduate Certificate in Paediatric Infectious Diseases,Details,Qualifications- Professional development,"A part-time one-year course aimed at general paediatricians or other paediatric specialists (i.e. ED, PICU) who have a special interest in infectious diseases.",", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-certificate-in-patient-safety,Postgraduate Certificate in Patient Safety and Quality Improvement,Details,Qualifications- Professional development,"For healthcare professionals, this part-time course covers the basic science behind quality improvement methods and will develop your knowledge and understanding of the principles of patient safety in the context of a complex healthcare.",", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-certificate-in-psychodynamic-counselling,Postgraduate Certificate in Psychodynamic Counselling,Details,Qualifications,The course forms part of the Oxford University Master’s Programme in Psychodynamic Studies,", ",NA
https://www.conted.ox.ac.uk/about/pg-cert-qualitative-health-research-methods,Postgraduate Certificate in Qualitative Health Research Methods,Details,Qualifications- Professional development,Developing future leaders in qualitative research,", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-certificate-in-teaching-evidence-based-health-care,Postgraduate Certificate in Teaching Evidence-Based Health Care,Details,Qualifications- Professional development,"A unique course fostering the future leaders in teaching evidence-based health care by exploring different teaching styles, identifying development needs and planning effective curriculum",", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-diploma-in-cognitive-behavioural-therapy,Postgraduate Diploma in Cognitive Behavioural Therapy,Details,Qualifications,"The Diploma builds on credits obtained in the Postgraduate Certificate in CBT, or Enhanced CBT, and allows you to specialise further.",", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-diploma-in-health-research,Postgraduate Diploma in Health Research,Details,Qualifications- Professional development,"A part-time course consisting of six taught modules, part of the Oxford Evidence-Based Health Care Programme",", ",NA
https://www.conted.ox.ac.uk/about/pgdip-in-international-wildlife-conservation-practice,Postgraduate Diploma in International Wildlife Conservation Practice,Details,Qualifications- Professional development,A unique full-time residential course designed to equip you with the practical skills and theoretical understanding needed to contribute effectively to conservation research and action in the developing world.,", ",NA
https://www.conted.ox.ac.uk/about/pgdip-in-paediatric-infectious-diseases,Postgraduate Diploma in Paediatric Infectious Diseases,Details,Qualifications- Professional development,"This is a part-time two-year programme looking at both the theoretical and practical aspects of paediatric infection, taught via a blend of online and residential components.",", ",NA
https://www.conted.ox.ac.uk/about/postgraduate-diploma-in-psychodynamic-practice,Postgraduate Diploma in Psychodynamic Practice,Details,Qualifications- Professional development,A two-year part-time postgraduate course which forms part of the Oxford University Master’s Programme in Psychodynamic Studies,", ",NA
https://www.conted.ox.ac.uk/courses/practical-steps-for-positive-workplaces?code=O23C068N5Y,Practical Steps for Positive Workplaces,Details,Short intensive- Short courses- Professional development,"This course provides you with the terminology to identify workplace toxicity. You will learn about psychological tools and techniques to recognise and protect yourself, and be introduced to self-repair strategies to facilitate better mental health.",", 09:00-17:00",NA
https://www.conted.ox.ac.uk/courses/project-management-online?code=O24C067N7Y,Project Management (online),Details,Short intensive- Short courses- Professional development,"This online course will introduce Project Portfolio Management (PPM) as a framework for improving an organisation's ability to effectively deliver science and technology projects on time, on budget and to specification.",", TBC",NA
https://www.conted.ox.ac.uk/courses/project-risk-management?code=O23C620N1Y,Project Risk Management,Details,Short intensive- Short courses- Professional development,"Improve your understanding of managing risk as we explore the PRAM guide, developed by the Association for Project Management, and explore practical project experience from real projects.",", 09:00 - 17:00",NA
https://www.conted.ox.ac.uk/courses/project-risk-management-online?code=O24C619N3Y,Project Risk Management (online),Details,Online - live- Short courses- Professional development,"Improve your understanding of managing risk as we explore the PRAM guide, which was developed by the Association for Project Management, and explore practical project experience from real projects.",", TBC",NA
https://www.conted.ox.ac.uk/courses/quantum-computing?code=O23C089H6Y,Quantum Computing (online),Details,Online - live- Short courses- Professional development,"This is a two day, hands-on, applications-oriented primer to digital quantum computing. You will be introduced to the fundamentals of digital quantum computing (day 1) and some of the relevant present-day applications (day 2).",", 09:00-17:00",NA
https://www.conted.ox.ac.uk/courses/starting-a-successful-business-online?code=O24C122N1Y,Starting a Successful Business (online),Details,Online - live- Short courses- Professional development,"Get practical advice on how to start a successful business from experts at Oxentia, Oxford's Global Innovation Consultancy.",", TBC",NA
https://www.conted.ox.ac.uk/courses/systems-engineering-fast-track-online?code=O24C671H6Y,Systems Engineering Fast-Track (online),Details,Online - live- Short courses- Professional development,Learn how to design and manage complex systems and explore the systems-engineering process on this intensive short course,", 09:00 - 17:00",NA
https://www.conted.ox.ac.uk/courses/systems-thinking-approach-to-change-management?code=O23C052N1Y,Systems Thinking Approach to Change Management,Details,Short intensive- Short courses- Professional development,"Many Change programmes fail to achieve their promised benefits, because they fail to take into account true Complexity. This course shows how to first assess Change projects in terms of their complexity and then to apply tools and methods appropriately.",", 09:00-17:00",NA
https://www.conted.ox.ac.uk/about/advanced-diploma-in-data-and-systems-analysis,Undergraduate Advanced Diploma in IT Systems Analysis and Design (from 2025),Details,Online - flexible- Qualifications- Professional development,"A one-year part-time course for those wishing to develop their understanding of modern systems analysis, development and management. Delivered entirely online, the course is taught at third-year undergraduate level.",", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-advanced-diploma-in-local-history,Undergraduate Advanced Diploma in Local History (from 2025),Details,Online - flexible- Qualifications,"Advance your skills and methodology in researching local, regional and social history with this one-year, part-time online advanced diploma. Taught completely online, the course is taught at third-year undergraduate level.",", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-certificate-in-archaeology,Undergraduate Certificate in Archaeology (from 2025),Details,Qualifications,"An introductory part-time undergraduate course for adults with little or no previous experience of academic archaeology. Taught at first-year undergraduate level, this two-year course introduces ideas, approaches, sites and methods.",", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-certificate-in-english-literature,Undergraduate Certificate in English Literature (from 2025),Details,Qualifications,"A two-year part-time course, equivalent to the first year of a full-time undergraduate English degree. Two study options are available, including a mostly online option.",", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-certificate-in-history,Undergraduate Certificate in History (from 2025),Details,Qualifications,The two-year part-time Undergraduate Certificate in History introduces key historical periods and is equivalent to the first year of a full-time undergraduate degree in History at Oxford University.,", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-certificate-in-history-of-art,Undergraduate Certificate in the History of Art (from 2025),Details,Qualifications,"The part-time Certificate in the History of Art teaches students about the production and provenance of works of art in museums, as well as key skills such as how to view and describe works of art.",", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-certificate-in-the-history-of-art-new-2025,Undergraduate Certificate in the History of Art (from 2025),Details,Qualifications,"The part-time Certificate in the History of Art teaches students about the production and provenance of works of art in museums, as well as key skills such as how to view and describe works of art.",", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-certificate-of-higher-education,Undergraduate Certificate of Higher Education (from 2025),Details,Qualifications,"A flexible, part-time route to an Oxford University qualification. Gain credit from flexible short online courses, weekly classes, and the Oxford University Summer School for Adults. Explore a wide range of subjects in this multidisciplinary programme.",", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-diploma-in-british-archaeology,Undergraduate Diploma in British Archaeology (from 2025),Details,Qualifications,"Gain a grounding in British archaeology with this two-year part-time undergraduate course, taught at second-year university level. Modules available: Early Prehistoric; Later Prehistoric and Roman; and Anglo-Saxon, Viking and Medieval.",", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-diploma-in-creative-writing,Undergraduate Diploma in Creative Writing (from 2025),Details,Qualifications,"For aspiring writers, the Diploma offers involvement in a wide range of literary projects over two years of focused part-time study. Two study options are available including an online option with a summer school in Oxford.",", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-diploma-in-english-local-history,Undergraduate Diploma in English Social and Local History (from 2025),Details,Qualifications,"A part-time modular course lasting two years, which covers English society from the early medieval period to the late twentieth century.",", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-diploma-in-history-of-art,Undergraduate Diploma in the History of Art (from 2025),Details,Qualifications,"A two-year part-time course in which you study two modules from a choice of four, each of which allows you to immerse yourself in a specific period of art history. Taught at second-year undergraduate level.",", ",NA
https://www.conted.ox.ac.uk/about/undergraduate-diploma-in-the-history-of-art-new-2027,Undergraduate Diploma in the History of Art (from 2027),Details,Qualifications,"The part-time Diploma in the History of Art offers students the opportunity to study a particular period of the history of art in more in-depth. Delve deeper into specific artistic movements, artists and themes.",", ",NA
https://www.conted.ox.ac.uk/courses/clinical-prediction-rules?code=O21C070B9Y,Clinical Prediction Rules,Details,Short intensive- Professional development,"Understanding the principles involved in designing, creating and testing clinical prediction rules.","Mon 16 May 2022- 20 May 2022, ",NA
https://www.conted.ox.ac.uk/courses/mammal-and-reptile-survey-methods?code=O22C059D2Y,Mammal and Reptile Survey Methods,Details,Online - flexible- Professional development,"Part-time over five weeks, this tutor-led training course can be taken from anywhere in the world. It will appeal to students and practitioners who want to improve their ability to conduct mammal and reptile surveys.","Wed 04 Jan 2023- 08 Feb 2023, 5 meetings",NA
https://www.conted.ox.ac.uk/courses/effective-online-course-design-online?code=O22C003Y6Y,Effective Online Course Design (online),Details,Online - flexible- Professional development,"A practical eight-week, online course, designed to help you plan and design your own online courses.","Mon 15 May 2023- 09 Jul 2023, ",NA
https://www.conted.ox.ac.uk/courses/global-surgery?code=O23C034B9Y,Global Surgery,Details,Short intensive- Professional development,"An intensive five-day course exploring the critical challenges facing those working towards universal access to safe and affordable surgical, anaesthesia and obstetrics care.","Mon 18 Sep 2023- 22 Sep 2023, ",NA
https://www.conted.ox.ac.uk/courses/design-thinking-practitioner?code=O23C704N1Y,Design Thinking Practitioner,Details,Short intensive- Professional development,"Design Thinking is about solving problems to create products. It is concerned with developing a deep understanding of human needs, wants and desires through ethnographic research and close observation.","Mon 25 Sep 2023- 27 Sep 2023, 09:00 - 17:00",NA
https://www.conted.ox.ac.uk/courses/introduction-to-counselling?code=O23P424PCW,Introduction to Counselling,Details,In-person weekly- Short courses,"An introduction to the main schools of Counselling and Psychotherapy, as well as to basic counselling skills. Sessions will include presentations and discussions, and skills practice sessions in groups of 2 to 4 people. No previous experience is required.","Mon 25 Sep 2023- Mon 27 Nov 2023, 7:30 - 9:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/introduction-to-cognitive-behavioural-therapy?code=O23P428PCW,Introduction to Cognitive Behavioural Therapy,Details,In-person weekly- Short courses,An introduction to Cognitive Behavioural Therapy that will enable both experienced clinicians from other therapeutic traditions and people with a general interest in therapy to gain a foundation in key CBT theory and skills.,"Thu 28 Sep 2023- Thu 30 Nov 2023, 9:30 - 11:30am",10 meetings
https://www.conted.ox.ac.uk/courses/practice-of-evidence-based-health-care?code=O23C171B9Y,Practice of Evidence-Based Health Care,Details,Short intensive- Professional development,An introduction to the basic concepts and skills for evidence-based health care.,"Mon 09 Oct 2023- 13 Oct 2023, ",NA
https://www.conted.ox.ac.uk/courses/data-analysis-in-ecology-statistics-for-ecologists-field-biologists-5-week?code=O23C071D2Y,Data Analysis in Ecology: Statistics for Ecologists & Field Biologists (5-week),Details,Online - flexible- Professional development,A five-week tutor-led data analysis course taken entirely online. The course introduces you to the use of QED Statistics and R software.,"Wed 01 Nov 2023- 06 Dec 2023, 5 meetings",NA
https://www.conted.ox.ac.uk/courses/introduction-to-study-design-research-methods?code=O23C175B9Y,Introduction to Study Design and Research Methods,Details,Short intensive- Professional development,Introducing some of the more advanced concepts and skills of research design and how they relate to evidence-based health care.,"Mon 27 Nov 2023- 01 Dec 2023, ",NA
https://www.conted.ox.ac.uk/courses/systems-thinking-approach-to-change-management-online?code=O23C049N2Y,Systems Thinking Approach to Change Management (online),Details,Online - live- Short courses- Professional development,"Many Change programmes fail to achieve their promised benefits, because they fail to take into account true Complexity. This course shows how to first assess Change projects in terms of their complexity and then to apply tools and methods appropriately.","Tue 05 Dec 2023- 08 Dec 2023, 10:00-11:45 and 12:45-14:30",NA
https://www.conted.ox.ac.uk/courses/evidence-based-surgery?code=O23C380B9J,Evidence-Based Surgery,Details,Short intensive- Short courses- Professional development,This course introduces the basics of scientific methodology and study design as applied to clinical research. Teaching takes place over five days.,"Mon 15 Jan 2024- 19 Jan 2024, ",NA
https://www.conted.ox.ac.uk/courses/english-landscape-gardens-1650-to-the-present-day-online?code=O23P473LHV,English Landscape Gardens: 1650 to the Present Day (Online),Details,Online - flexible- Short courses,"This course is the ideal introduction to English garden history. It provides an overview of five centuries of development, from baroque formalism through the naturalistic landscape style, right up to contemporary cutting-edge planting style.","Wed 24 Jan 2024- 05 Apr 2024, ",NA
https://www.conted.ox.ac.uk/courses/bird-biodiversity-and-population-monitoring-methods?code=O23C068D2Y,Bird Biodiversity and Population Monitoring Methods,Details,Online - flexible- Professional development,"Part-time over five weeks, this tutor-led training course can be taken from anywhere in the world. It will appeal to students and practitioners who want to improve their ability to conduct bird surveys.","Wed 14 Feb 2024- 20 Mar 2024, 5 meetings",NA
https://www.conted.ox.ac.uk/courses/data-analysis-in-ecology-statistics-for-ecologists-field-biologists-10-week?code=O23C072D2Y,Data Analysis in Ecology: Statistics for Ecologists & Field Biologists (10-week),Details,Online - flexible- Professional development,"A 10-week, tutor-led data analysis course taken entirely online. The course introduces students to the use of QED Statistics and R software.","Wed 14 Feb 2024- 24 Apr 2024, 10 meetings",NA
https://www.conted.ox.ac.uk/courses/fish-and-amphibian-survey-methods?code=O23C065D2Y,Fish and Amphibian Survey Methods,Details,Online - flexible- Professional development,"Part-time over five weeks, this tutor-led training course can be taken from anywhere in the world. It will appeal to students and practitioners who want to improve their ability to conduct fish and amphibian surveys.","Wed 20 Mar 2024- 24 Apr 2024, 5 meetings",NA
https://www.conted.ox.ac.uk/courses/improving-your-presentations-gsp?code=H23P002GSP,Improving your Presentations,Details,Online - live- Professional development- Hybrid - in person or online,This hybrid session is participatory and will focus on ways of improving the effectiveness of your presentations and developing confidence in delivering them.,"Wed 20 Mar 2024, 11:00am - 1:00pm",NA
https://www.conted.ox.ac.uk/courses/writing-an-abstract-gsp?code=H23P003GSP,Writing an Abstract,Details,Online - live- Professional development- Hybrid - in person or online,This interactive and practical hybrid session will consider how to write a clear and effective abstract in various different academic contexts.,"Wed 27 Mar 2024, 11:00am - 1:00pm",NA
https://www.conted.ox.ac.uk/courses/systems-engineering-fast-track?code=O23C682H6T,Systems Engineering Fast-Track,Details,Short intensive- Short courses- Professional development,Learn the pragmatic and practical methods and tools that support the systems engineering process as well as how to design and manage complex systems on this intensive four-day course.,"Mon 08 Apr 2024- 11 Apr 2024, 09:00-17:00",NA
https://www.conted.ox.ac.uk/courses/conducting-research-interviews-gsp?code=H23P004GSP,Research Interviews: Styles and Techniques,Details,Online - live- Professional development- Hybrid - in person or online,In this hybrid session we will not only examine the interview as a research method we will explore how it goes beyond the spontaneous conversations that take place every day.,"Wed 10 Apr 2024, 11:00am - 1:00pm",NA
https://www.conted.ox.ac.uk/courses/satellite-optical-communications-online?code=O23C767H6Y,Satellite Optical Communications (online),Details,Online - live- Short courses- Professional development,The course has been conceived and developed by specialists from the European Space Agency (ESA) . The target audience is professionals interested in gaining a comprehensive introduction to Satellite Optical Communication.,"Wed 17 Apr 2024- 19 Apr 2024, Start time - 09:00 UK/10:00 CEST",NA
https://www.conted.ox.ac.uk/courses/practice-of-evidence-based-health-care?code=O23C173B9Y,Practice of Evidence-Based Health Care,Details,Short intensive- Professional development,An introduction to the basic concepts and skills for evidence-based health care.,"Mon 22 Apr 2024- 26 Apr 2024, ",NA
https://www.conted.ox.ac.uk/courses/invertebrate-biodiversity-and-population-monitoring-methods?code=O23C056D2Y,Invertebrate Biodiversity and Population Monitoring Methods,Details,Online - flexible- Professional development,"Part-time over five weeks, this tutor-led training course can be taken from anywhere in the world. It will appeal to students and practitioners in conservation management wanting to improve their invertebrate survey skills.","Wed 24 Apr 2024- 29 May 2024, 5 meetings",NA
https://www.conted.ox.ac.uk/courses/mixing-it-up-understanding-and-using-mixed-methods-research-in-social-sciences?code=T24G001YOY,Mixing it up: understanding and using mixed methods research in social sciences,Details,Online - flexible- Professional development,An online course for researchers which critically discusses mixed methods approaches to social science analysis.,"Mon 06 May 2024- 28 Jun 2024, ",NA
https://www.conted.ox.ac.uk/courses/clinical-prediction-rules?code=O23C070B9Y,Clinical Prediction Rules,Details,Short intensive- Professional development,"Understanding the principles involved in designing, creating and testing clinical prediction rules.","Mon 13 May 2024- 17 May 2024, ",NA
https://www.conted.ox.ac.uk/courses/introduction-to-study-design-research-methods?code=O23C177B9Y,Introduction to Study Design and Research Methods,Details,Short intensive- Professional development,Introducing some of the more advanced concepts and skills of research design and how they relate to evidence-based health care.,"Mon 13 May 2024- 17 May 2024, ",NA
https://www.conted.ox.ac.uk/courses/advanced-printed-circuit-board-design-for-emi-signal-integrity?code=O23C766H6T,Advanced Printed Circuit Board Design for EMI and Signal Integrity,Details,Short intensive- Short courses- Professional development,"Discover a unique blend of theory, applications and numerous hardware demonstrations to describe effective PCB design strategies to eliminate EMC problems, and improve the low- and high- frequency signal integrity of analog and digital sensors.","Tue 14 May 2024- 16 May 2024, 09:00 - 17:30",NA
https://www.conted.ox.ac.uk/courses/applying-practical-emi-design-and-troubleshooting-techniques?code=O23C690H6T,Applying Practical EMI Design and Troubleshooting Techniques,Details,Short intensive- Short courses- Professional development,Examine problems encountered in designing and troubleshooting challenging EMI problems through demonstrations using working hardware on this intense course.,"Tue 14 May 2024- 15 May 2024, 09:00 - 17:30",NA
https://www.conted.ox.ac.uk/courses/mechanical-design-for-emc?code=O23C013H6T,Mechanical Design for EMC,Details,Short intensive- Short courses- Professional development,"Learn to successfully design mechanical enclosures for good system emissions and immunity performance through clear applications, theory and demonstrations on this two-day course.","Tue 14 May 2024- 17 May 2024, 09:00 - 17:30",NA
https://www.conted.ox.ac.uk/courses/the-oxford-artificial-intelligence-summit-towards-AGI?code=O23C070H6Y,The Oxford Artificial Intelligence Summit: Towards AGI,Details,Short intensive- Short courses- Professional development,The Oxford Artificial Intelligence Summit: Towards Artificial Intelligence (AGI),"Fri 24 May 2024- 25 May 2024, 9:00am - 6:00pm",NA
https://www.conted.ox.ac.uk/courses/effective-leadership-through-emotional-intelligence?code=O23C028N1Y,Effective Leadership through Emotional Intelligence,Details,Short intensive- Short courses- Professional development,"Emotional Intelligence (EI) is particularly relevant in today's commercial environment where change is inevitable and uncertainty is common. EI skills are shown to facilitate higher resilience levels, both in Leaders and their teams.","Thu 30 May 2024, 09:00 - 17:00",NA
